customer_id,archetype_true,order_date,order_value
10,at_risk,2025-11-05,115.6
10,at_risk,2025-10-24,91.92
10,at_risk,2025-04-03,61.07
11,low_value,2025-08-18,23.85
11,low_value,2025-07-19,10.0
11,low_value,2025-05-22,70.73
11,low_value,2025-03-21,28.46
12,new,2026-03-29,61.32
12,new,2026-02-04,34.28
12,new,2025-08-28,59.44
12,new,2025-06-17,72.97
13,low_value,2026-01-25,58.82
13,low_value,2025-07-22,73.72
14,at_risk,2026-04-22,70.85
14,at_risk,2026-04-03,43.01
14,at_risk,2025-10-27,99.94
14,at_risk,2025-07-05,33.52
14,at_risk,2025-05-26,86.61
14,at_risk,2025-05-18,140.04
15,loyal,2026-07-06,121.8
15,loyal,2026-06-22,84.14
15,loyal,2026-01-16,135.72
15,loyal,2025-11-23,76.64
15,loyal,2025-11-15,135.06
15,loyal,2025-11-15,145.58
15,loyal,2025-10-24,116.33
15,loyal,2025-10-24,104.71
15,loyal,2025-08-29,122.01
15,loyal,2025-08-16,24.15
15,loyal,2025-06-25,119.07
15,loyal,2025-05-18,106.6
15,loyal,2025-05-11,108.48
15,loyal,2025-04-29,131.2
16,new,2026-06-22,74.49
16,new,2026-06-16,55.37
16,new,2026-04-17,60.73
16,new,2026-02-27,47.38
16,new,2026-02-08,65.76
16,new,2025-09-13,116.03
17,champion,2026-08-23,161.21
17,champion,2026-07-27,173.33
17,champion,2026-06-26,209.99
17,champion,2026-04-19,195.66
17,champion,2026-04-02,164.25
17,champion,2026-03-05,115.24
17,champion,2026-03-01,184.56
17,champion,2026-02-20,223.16
17,champion,2025-12-30,132.1
17,champion,2025-12-08,205.55
17,champion,2025-11-15,193.26
17,champion,2025-10-26,210.01
17,champion,2025-10-13,214.88
17,champion,2025-10-07,152.22
17,champion,2025-10-06,115.32
17,champion,2025-09-20,158.66
17,champion,2025-08-29,215.57
17,champion,2025-08-02,158.32
17,champion,2025-07-21,152.24
17,champion,2025-07-12,107.15
17,champion,2025-06-27,250.11
17,champion,2025-05-30,213.03
17,champion,2025-03-11,210.8
18,low_value,2026-07-04,24.78
18,low_value,2026-04-22,75.09
18,low_value,2026-01-16,31.78
18,low_value,2025-09-22,55.02
18,low_value,2025-06-26,66.32
19,new,2026-03-28,97.51
19,new,2025-12-18,86.89
19,new,2025-11-10,84.01
19,new,2025-09-05,63.56
19,new,2025-07-16,84.33
19,new,2025-04-11,53.91
20,low_value,2025-12-22,47.17
20,low_value,2025-09-08,79.52
21,at_risk,2026-02-26,80.28
21,at_risk,2026-01-18,76.32
21,at_risk,2025-04-27,95.25
22,low_value,2026-02-06,60.06
23,low_value,2025-10-15,24.38
23,low_value,2025-04-05,45.18
24,low_value,2026-03-12,54.87
24,low_value,2025-12-10,42.85
24,low_value,2025-08-31,56.09
24,low_value,2025-05-10,49.61
24,low_value,2025-03-22,68.93
25,loyal,2026-07-21,91.38
25,loyal,2026-06-03,133.59
25,loyal,2026-01-25,139.28
25,loyal,2026-01-17,105.35
25,loyal,2025-10-25,152.93
25,loyal,2025-10-11,151.05
25,loyal,2025-10-01,117.3
25,loyal,2025-08-14,85.34
25,loyal,2025-05-17,157.26
25,loyal,2025-04-20,108.17
25,loyal,2025-03-27,113.78
26,new,2026-04-30,84.31
26,new,2025-10-25,23.91
26,new,2025-10-18,53.06
26,new,2025-10-09,43.16
26,new,2025-08-05,22.62
26,new,2025-04-25,72.92
27,champion,2026-08-07,176.24
27,champion,2026-06-30,153.47
27,champion,2026-06-14,153.51
27,champion,2026-06-02,131.58
27,champion,2026-05-30,219.15
27,champion,2026-05-28,183.14
27,champion,2026-05-12,145.49
27,champion,2026-05-07,212.34
27,champion,2026-03-22,157.58
27,champion,2026-03-01,123.74
27,champion,2026-02-23,220.85
27,champion,2026-01-10,158.52
27,champion,2025-12-15,163.64
27,champion,2025-11-19,181.65
27,champion,2025-11-08,225.7
27,champion,2025-09-11,180.8
27,champion,2025-09-03,132.04
27,champion,2025-08-21,201.76
27,champion,2025-07-23,160.6
27,champion,2025-07-06,255.52
27,champion,2025-06-26,179.96
27,champion,2025-06-25,90.6
27,champion,2025-05-15,194.29
27,champion,2025-04-25,257.78
27,champion,2025-04-16,243.04
27,champion,2025-04-02,253.24
28,loyal,2026-05-05,136.96
28,loyal,2026-04-12,134.02
28,loyal,2025-10-23,118.3
28,loyal,2025-09-25,69.49
28,loyal,2025-09-22,100.65
28,loyal,2025-06-23,87.62
28,loyal,2025-06-08,136.09
28,loyal,2025-04-16,145.35
28,loyal,2025-04-14,141.69
29,low_value,2025-09-15,77.85
29,low_value,2025-08-15,70.3
29,low_value,2025-06-22,45.49
30,low_value,2026-05-30,10.0
30,low_value,2026-03-21,10.0
30,low_value,2026-02-04,24.64
30,low_value,2025-12-30,55.62
30,low_value,2025-12-12,47.28
30,low_value,2025-10-01,48.69
31,low_value,2026-02-28,73.2
31,low_value,2026-02-17,31.37
31,low_value,2025-12-25,85.63
31,low_value,2025-12-20,44.35
32,at_risk,2026-07-19,144.78
32,at_risk,2026-06-13,102.37
32,at_risk,2025-11-26,150.51
32,at_risk,2025-11-22,102.77
32,at_risk,2025-09-26,143.43
32,at_risk,2025-09-23,117.43
32,at_risk,2025-09-05,151.96
32,at_risk,2025-06-29,92.93
32,at_risk,2025-06-08,178.66
32,at_risk,2025-05-18,78.01
32,at_risk,2025-05-07,68.17
33,at_risk,2026-08-14,132.11
33,at_risk,2026-08-12,85.54
33,at_risk,2026-02-21,120.89
33,at_risk,2025-09-06,177.59
33,at_risk,2025-05-18,82.64
33,at_risk,2025-04-28,80.26
34,new,2026-07-01,48.98
34,new,2026-05-23,76.82
34,new,2026-05-17,67.5
34,new,2026-04-20,84.3
34,new,2026-04-01,39.26
34,new,2026-03-28,78.93
34,new,2026-02-27,97.29
34,new,2026-01-22,82.17
34,new,2025-09-25,73.48
34,new,2025-04-12,67.6
34,new,2025-04-04,49.13
35,loyal,2026-06-05,136.67
35,loyal,2026-06-01,152.71
35,loyal,2026-05-30,139.88
35,loyal,2026-04-03,81.97
35,loyal,2026-04-01,82.89
35,loyal,2026-03-01,107.73
35,loyal,2025-12-15,96.46
35,loyal,2025-09-22,75.85
35,loyal,2025-09-12,96.75
35,loyal,2025-08-31,95.76
35,loyal,2025-07-15,89.84
35,loyal,2025-06-19,100.53
35,loyal,2025-04-23,145.35
35,loyal,2025-03-12,115.98
36,loyal,2026-08-21,133.12
36,loyal,2026-08-11,148.03
36,loyal,2026-08-09,84.28
36,loyal,2026-07-26,109.73
36,loyal,2026-07-23,58.24
36,loyal,2026-05-29,72.24
36,loyal,2026-04-06,141.44
36,loyal,2026-03-20,96.01
36,loyal,2026-02-08,76.74
36,loyal,2026-01-24,116.88
36,loyal,2025-12-22,94.33
36,loyal,2025-10-14,95.88
36,loyal,2025-09-20,132.18
36,loyal,2025-07-08,75.15
36,loyal,2025-06-11,82.84
36,loyal,2025-03-13,114.62
37,new,2026-03-09,120.33
37,new,2025-10-01,84.78
37,new,2025-09-03,44.6
37,new,2025-06-21,56.94
37,new,2025-03-17,89.53
38,loyal,2026-07-17,117.05
38,loyal,2026-05-08,146.46
38,loyal,2026-03-26,158.48
38,loyal,2025-11-26,133.39
38,loyal,2025-11-18,118.62
38,loyal,2025-09-19,132.46
38,loyal,2025-07-12,90.0
38,loyal,2025-06-13,105.4
38,loyal,2025-06-08,85.28
38,loyal,2025-04-12,72.54
39,low_value,2026-03-06,44.15
39,low_value,2025-09-10,53.26
39,low_value,2025-04-09,30.48
40,at_risk,2026-06-13,132.3
40,at_risk,2026-06-06,113.81
40,at_risk,2025-09-16,164.03
40,at_risk,2025-03-20,88.38
41,low_value,2026-02-11,37.04
41,low_value,2025-06-04,52.45
42,low_value,2026-04-14,39.73
42,low_value,2026-03-11,15.86
42,low_value,2026-01-18,31.04
42,low_value,2025-12-05,43.97
42,low_value,2025-11-13,55.93
42,low_value,2025-08-26,56.1
43,at_risk,2026-06-13,125.21
43,at_risk,2026-03-21,101.2
43,at_risk,2026-03-11,116.95
43,at_risk,2025-12-11,108.3
43,at_risk,2025-09-29,60.45
43,at_risk,2025-06-22,42.57
43,at_risk,2025-05-13,70.08
43,at_risk,2025-03-25,114.77
44,low_value,2025-08-12,30.54
45,low_value,2025-10-22,42.68
45,low_value,2025-05-31,66.17
45,low_value,2025-03-27,18.96
46,at_risk,2026-08-10,119.65
46,at_risk,2026-07-07,59.12
46,at_risk,2026-07-03,130.59
46,at_risk,2026-06-02,111.32
46,at_risk,2026-05-17,48.91
46,at_risk,2026-04-01,137.29
46,at_risk,2025-09-25,173.19
46,at_risk,2025-09-19,130.06
46,at_risk,2025-06-05,144.94
47,loyal,2026-07-15,66.42
47,loyal,2026-07-05,96.53
47,loyal,2026-06-16,155.3
47,loyal,2026-05-23,77.74
47,loyal,2026-05-21,136.09
47,loyal,2026-03-21,95.46
47,loyal,2026-02-17,126.37
47,loyal,2026-02-09,142.92
47,loyal,2025-12-15,132.24
47,loyal,2025-12-01,137.27
47,loyal,2025-11-28,75.45
47,loyal,2025-07-31,143.41
47,loyal,2025-05-15,84.42
47,loyal,2025-04-09,117.79
47,loyal,2025-03-11,117.75
48,low_value,2026-04-27,32.05
48,low_value,2026-04-10,77.89
48,low_value,2026-02-03,27.47
48,low_value,2026-01-12,38.25
48,low_value,2025-10-16,47.15
48,low_value,2025-07-19,23.16
48,low_value,2025-04-03,51.61
49,loyal,2026-06-24,100.21
49,loyal,2026-06-06,104.68
49,loyal,2026-05-27,98.68
49,loyal,2026-05-09,52.5
49,loyal,2025-12-24,76.04
49,loyal,2025-11-26,138.83
49,loyal,2025-08-30,46.7
49,loyal,2025-08-16,87.01
49,loyal,2025-06-26,98.01
49,loyal,2025-06-08,162.31
50,loyal,2026-06-05,103.49
50,loyal,2026-05-08,118.32
50,loyal,2026-03-20,95.16
50,loyal,2026-02-27,126.62
50,loyal,2026-02-25,92.51
50,loyal,2026-02-19,128.61
50,loyal,2026-02-11,123.27
50,loyal,2025-10-11,108.17
50,loyal,2025-10-10,96.76
50,loyal,2025-10-05,114.55
50,loyal,2025-08-18,126.51
50,loyal,2025-08-15,171.85
50,loyal,2025-05-21,138.18
50,loyal,2025-05-20,139.28
51,champion,2026-08-08,115.75
51,champion,2026-06-11,167.47
51,champion,2026-06-09,186.62
51,champion,2026-04-18,211.15
51,champion,2026-04-14,216.4
51,champion,2026-04-03,191.36
51,champion,2026-01-25,203.41
51,champion,2026-01-02,182.57
51,champion,2025-11-19,153.05
51,champion,2025-11-05,169.55
51,champion,2025-09-13,180.76
51,champion,2025-08-25,178.61
51,champion,2025-08-18,104.58
51,champion,2025-07-26,164.1
51,champion,2025-05-29,182.25
51,champion,2025-05-22,168.75
51,champion,2025-05-14,170.13
51,champion,2025-04-18,199.52
51,champion,2025-04-12,136.84
51,champion,2025-04-09,114.88
51,champion,2025-03-29,166.07
51,champion,2025-03-24,210.56
52,low_value,2026-07-03,53.41
52,low_value,2026-02-13,61.51
52,low_value,2025-11-13,28.89
52,low_value,2025-08-27,38.1
52,low_value,2025-05-16,10.0
53,low_value,2026-01-14,24.61
54,low_value,2025-08-31,49.31
55,low_value,2025-04-29,45.6
56,new,2026-08-06,63.05
56,new,2026-08-03,75.65
56,new,2026-05-29,78.12
56,new,2026-03-18,116.96
56,new,2025-09-20,53.28
56,new,2025-07-04,68.16
56,new,2025-03-15,80.65
57,new,2026-05-07,90.62
57,new,2026-01-24,52.17
57,new,2025-12-27,96.3
57,new,2025-12-26,32.11
57,new,2025-10-25,38.81
57,new,2025-08-16,87.74
57,new,2025-06-17,111.78
57,new,2025-06-07,82.34
57,new,2025-04-26,68.99
58,loyal,2026-05-22,110.24
58,loyal,2026-03-31,106.54
58,loyal,2026-02-05,141.93
58,loyal,2026-01-21,80.65
58,loyal,2026-01-10,194.43
58,loyal,2025-12-30,121.26
58,loyal,2025-12-29,121.42
58,loyal,2025-10-12,125.75
58,loyal,2025-10-12,166.31
58,loyal,2025-07-31,133.78
58,loyal,2025-07-15,61.85
58,loyal,2025-07-10,152.1
58,loyal,2025-06-11,99.77
58,loyal,2025-05-23,113.21
58,loyal,2025-04-29,71.62
58,loyal,2025-03-26,125.79
59,loyal,2026-06-15,100.13
59,loyal,2026-01-25,97.36
59,loyal,2025-12-30,139.36
59,loyal,2025-11-21,93.85
59,loyal,2025-11-14,108.87
59,loyal,2025-10-06,62.56
59,loyal,2025-09-29,131.13
59,loyal,2025-08-24,168.23
59,loyal,2025-06-22,131.64
59,loyal,2025-05-31,153.85
59,loyal,2025-05-18,84.62
59,loyal,2025-03-15,117.09
60,low_value,2026-01-04,72.25
60,low_value,2025-12-10,10.0
60,low_value,2025-12-05,73.42
60,low_value,2025-09-06,63.73
60,low_value,2025-03-24,14.09
61,new,2026-07-25,76.64
61,new,2026-03-06,72.24
61,new,2026-02-20,64.07
61,new,2025-11-29,39.69
61,new,2025-10-18,46.12
61,new,2025-06-28,62.95
61,new,2025-06-14,76.04
61,new,2025-06-02,106.02
61,new,2025-05-21,68.96
61,new,2025-03-24,95.09
62,new,2026-07-09,35.15
62,new,2026-04-13,54.36
62,new,2026-03-11,96.89
62,new,2026-02-21,78.92
62,new,2026-01-21,62.39
62,new,2025-12-22,81.16
62,new,2025-07-03,68.5
62,new,2025-06-20,70.31
63,low_value,2026-01-28,13.29
63,low_value,2025-09-15,26.59
64,new,2026-04-02,49.65
64,new,2026-03-17,74.43
64,new,2026-03-13,78.8
64,new,2026-02-23,66.15
64,new,2025-11-19,80.11
64,new,2025-09-21,63.34
64,new,2025-07-28,53.77
64,new,2025-03-29,110.14
65,new,2026-04-02,80.24
65,new,2026-03-26,84.53
65,new,2025-11-26,49.34
65,new,2025-11-10,87.94
65,new,2025-09-13,72.83
65,new,2025-06-21,38.6
66,new,2026-07-03,79.08
66,new,2026-05-01,68.19
66,new,2026-03-02,54.79
66,new,2025-07-13,22.55
66,new,2025-05-16,78.49
67,at_risk,2026-02-08,67.01
67,at_risk,2025-10-18,75.85
67,at_risk,2025-09-30,93.26
67,at_risk,2025-07-25,142.16
67,at_risk,2025-05-30,158.03
67,at_risk,2025-05-11,110.68
68,champion,2026-08-27,124.42
68,champion,2026-07-10,238.33
68,champion,2026-07-08,182.81
68,champion,2026-05-28,212.24
68,champion,2026-05-21,114.09
68,champion,2026-02-22,238.72
68,champion,2026-01-12,211.46
68,champion,2025-12-10,178.44
68,champion,2025-10-13,205.8
68,champion,2025-08-03,149.38
68,champion,2025-07-16,156.82
68,champion,2025-03-16,161.46
69,at_risk,2026-02-07,131.82
69,at_risk,2025-12-30,92.76
69,at_risk,2025-11-12,165.77
69,at_risk,2025-08-03,96.62
69,at_risk,2025-05-31,62.59
69,at_risk,2025-05-01,137.94
70,loyal,2026-05-19,117.12
70,loyal,2026-05-10,69.62
70,loyal,2025-12-26,63.32
70,loyal,2025-12-03,159.94
70,loyal,2025-11-13,107.29
70,loyal,2025-10-18,90.58
70,loyal,2025-10-06,101.78
70,loyal,2025-09-11,65.68
70,loyal,2025-08-23,152.69
70,loyal,2025-07-30,98.21
70,loyal,2025-06-15,151.02
70,loyal,2025-06-10,111.55
70,loyal,2025-05-25,152.89
70,loyal,2025-04-13,117.7
71,at_risk,2026-05-01,109.09
71,at_risk,2026-04-07,79.97
71,at_risk,2025-08-05,106.02
71,at_risk,2025-05-22,89.09
71,at_risk,2025-05-14,39.63
72,low_value,2026-06-09,17.78
72,low_value,2026-06-02,84.47
72,low_value,2026-04-24,24.06
72,low_value,2025-04-18,57.22
73,loyal,2026-04-03,188.79
73,loyal,2026-04-03,150.51
73,loyal,2026-02-27,131.55
73,loyal,2026-02-05,107.43
73,loyal,2026-01-19,51.84
73,loyal,2026-01-04,70.33
73,loyal,2025-12-01,148.48
73,loyal,2025-09-11,86.31
73,loyal,2025-08-30,89.02
73,loyal,2025-08-27,105.03
73,loyal,2025-08-26,78.14
73,loyal,2025-08-17,73.2
73,loyal,2025-06-10,108.49
73,loyal,2025-04-10,83.25
73,loyal,2025-03-30,87.77
74,champion,2026-08-16,148.73
74,champion,2026-08-12,145.57
74,champion,2026-08-08,210.77
74,champion,2026-06-28,197.8
74,champion,2026-06-19,198.21
74,champion,2026-06-12,191.23
74,champion,2026-05-31,181.85
74,champion,2026-03-29,207.86
74,champion,2026-01-13,217.4
74,champion,2025-12-04,216.45
74,champion,2025-11-06,175.97
74,champion,2025-10-28,235.48
74,champion,2025-09-14,189.14
74,champion,2025-09-12,205.3
74,champion,2025-09-10,191.28
74,champion,2025-07-06,189.88
74,champion,2025-06-10,150.57
75,loyal,2026-08-15,128.95
75,loyal,2026-07-05,193.99
75,loyal,2026-06-23,99.0
75,loyal,2026-04-08,60.0
75,loyal,2026-03-30,137.0
75,loyal,2026-03-08,88.19
75,loyal,2026-02-14,148.98
75,loyal,2025-11-14,101.54
75,loyal,2025-11-11,91.05
75,loyal,2025-11-09,104.66
75,loyal,2025-11-04,132.73
75,loyal,2025-09-23,103.18
75,loyal,2025-08-07,95.1
75,loyal,2025-06-25,104.04
75,loyal,2025-04-14,71.84
76,loyal,2026-07-01,123.38
76,loyal,2026-04-16,137.83
76,loyal,2026-03-25,132.51
76,loyal,2026-03-17,96.82
76,loyal,2026-03-15,69.68
76,loyal,2026-01-31,122.61
76,loyal,2026-01-18,126.38
76,loyal,2026-01-01,142.71
76,loyal,2025-12-22,81.91
76,loyal,2025-11-20,82.81
76,loyal,2025-11-08,123.8
76,loyal,2025-10-01,107.86
76,loyal,2025-05-29,53.43
76,loyal,2025-04-11,121.25
77,low_value,2026-02-04,38.41
77,low_value,2025-08-15,45.85
78,new,2026-07-13,43.61
78,new,2026-04-09,90.98
78,new,2026-03-11,68.75
78,new,2025-10-12,62.02
78,new,2025-03-24,51.28
78,new,2025-03-17,64.48
79,low_value,2026-03-14,34.46
79,low_value,2026-02-21,40.09
79,low_value,2025-11-11,67.97
79,low_value,2025-07-03,30.36
79,low_value,2025-05-31,43.74
80,low_value,2026-02-24,49.71
80,low_value,2026-01-13,22.5
80,low_value,2026-01-05,25.65
80,low_value,2025-11-08,87.87
80,low_value,2025-10-26,41.44
80,low_value,2025-04-19,29.5
81,at_risk,2026-04-24,190.88
81,at_risk,2026-01-29,125.32
81,at_risk,2026-01-17,66.62
81,at_risk,2025-12-25,115.69
81,at_risk,2025-11-08,69.03
81,at_risk,2025-10-18,47.62
81,at_risk,2025-08-31,82.81
81,at_risk,2025-08-12,98.2
82,low_value,2025-04-25,36.84
83,loyal,2026-08-03,73.64
83,loyal,2026-07-27,71.64
83,loyal,2026-07-22,122.05
83,loyal,2026-07-02,76.3
83,loyal,2026-06-19,119.59
83,loyal,2026-06-19,70.95
83,loyal,2026-06-18,118.89
83,loyal,2026-05-12,95.34
83,loyal,2026-04-03,152.2
83,loyal,2026-03-12,119.71
83,loyal,2026-02-27,147.07
83,loyal,2026-01-28,87.33
83,loyal,2025-11-18,111.68
83,loyal,2025-10-14,80.57
83,loyal,2025-09-04,97.59
83,loyal,2025-08-21,102.14
83,loyal,2025-04-08,88.22
83,loyal,2025-03-16,73.53
83,loyal,2025-03-16,67.59
84,champion,2026-08-22,277.85
84,champion,2026-08-18,116.2
84,champion,2026-07-23,138.09
84,champion,2026-07-13,138.38
84,champion,2026-06-15,120.13
84,champion,2026-04-30,234.1
84,champion,2026-04-21,276.9
84,champion,2026-04-18,160.97
84,champion,2026-03-06,127.18
84,champion,2026-01-12,90.52
84,champion,2025-12-20,170.24
84,champion,2025-12-17,167.35
84,champion,2025-11-09,153.95
84,champion,2025-09-03,188.86
84,champion,2025-08-07,195.81
84,champion,2025-06-04,192.92
84,champion,2025-05-13,167.36
84,champion,2025-03-21,135.94
84,champion,2025-03-16,206.63
84,champion,2025-03-12,180.5
85,loyal,2026-05-17,142.98
85,loyal,2026-05-02,121.89
85,loyal,2026-03-13,116.26
85,loyal,2026-03-08,145.99
85,loyal,2026-01-17,124.09
85,loyal,2026-01-13,112.04
85,loyal,2025-08-07,154.41
85,loyal,2025-08-01,113.46
85,loyal,2025-05-06,100.87
85,loyal,2025-05-02,84.87
85,loyal,2025-03-21,131.09
86,low_value,2025-09-24,36.85
86,low_value,2025-09-08,45.52
86,low_value,2025-07-13,10.0
86,low_value,2025-06-13,29.8
86,low_value,2025-04-08,64.66
87,new,2026-06-22,53.29
87,new,2026-06-13,77.4
87,new,2026-05-06,77.82
87,new,2026-03-28,63.65
87,new,2025-12-29,88.61
87,new,2025-10-17,89.38
87,new,2025-09-09,78.19
87,new,2025-08-20,63.61
87,new,2025-07-28,61.06
87,new,2025-07-01,35.81
88,loyal,2026-06-30,78.98
88,loyal,2026-04-01,100.85
88,loyal,2026-03-22,89.29
88,loyal,2026-03-13,128.06
88,loyal,2026-02-28,89.64
88,loyal,2026-02-10,140.35
88,loyal,2025-12-19,102.63
88,loyal,2025-08-02,90.51
89,new,2026-03-09,76.41
89,new,2026-03-05,87.17
89,new,2025-12-29,113.07
89,new,2025-12-12,74.27
89,new,2025-10-27,67.17
89,new,2025-10-11,107.72
89,new,2025-09-05,94.19
90,loyal,2026-03-14,104.93
90,loyal,2026-02-17,115.89
90,loyal,2026-02-16,73.27
90,loyal,2026-02-06,96.15
90,loyal,2026-01-29,127.62
90,loyal,2025-11-25,127.85
90,loyal,2025-11-06,88.26
90,loyal,2025-10-24,114.85
90,loyal,2025-10-03,175.97
90,loyal,2025-08-08,109.47
90,loyal,2025-07-05,89.2
90,loyal,2025-05-17,104.79
90,loyal,2025-05-16,112.77
90,loyal,2025-04-04,105.46
90,loyal,2025-03-29,109.06
91,low_value,2026-03-06,52.98
91,low_value,2025-10-31,34.17
91,low_value,2025-10-15,56.44
91,low_value,2025-09-26,52.51
91,low_value,2025-09-12,62.32
92,at_risk,2026-04-12,101.35
92,at_risk,2026-03-31,109.53
92,at_risk,2025-12-11,66.16
92,at_risk,2025-08-18,92.38
93,at_risk,2026-03-01,10.0
93,at_risk,2025-11-05,78.17
93,at_risk,2025-05-01,81.15
93,at_risk,2025-03-27,77.15
94,at_risk,2026-04-17,110.27
94,at_risk,2026-04-13,87.31
94,at_risk,2026-03-06,114.77
94,at_risk,2026-02-04,100.98
94,at_risk,2025-11-20,67.77
94,at_risk,2025-10-16,159.76
94,at_risk,2025-09-20,82.69
94,at_risk,2025-08-28,122.15
94,at_risk,2025-07-08,10.35
94,at_risk,2025-04-02,139.68
94,at_risk,2025-03-13,146.41
95,new,2026-04-06,98.17
95,new,2026-02-04,94.37
95,new,2025-08-12,52.34
95,new,2025-07-11,51.66
96,at_risk,2026-03-07,60.8
96,at_risk,2026-02-07,130.6
96,at_risk,2025-12-20,68.17
96,at_risk,2025-10-10,107.24
96,at_risk,2025-05-25,92.5
97,loyal,2026-07-10,106.51
97,loyal,2026-06-04,58.0
97,loyal,2026-05-16,98.12
97,loyal,2026-01-25,153.64
97,loyal,2026-01-18,121.28
97,loyal,2025-12-16,84.83
97,loyal,2025-12-16,89.44
97,loyal,2025-12-08,93.21
97,loyal,2025-12-03,120.84
97,loyal,2025-11-21,150.15
97,loyal,2025-11-11,141.57
97,loyal,2025-11-07,123.68
97,loyal,2025-10-27,70.05
97,loyal,2025-09-21,70.16
97,loyal,2025-09-16,126.0
97,loyal,2025-09-06,69.64
97,loyal,2025-08-10,103.23
97,loyal,2025-07-28,119.12
97,loyal,2025-07-07,75.87
97,loyal,2025-07-02,79.27
97,loyal,2025-06-19,107.18
97,loyal,2025-06-08,125.11
97,loyal,2025-05-18,141.85
97,loyal,2025-03-20,128.21
98,loyal,2026-07-13,146.14
98,loyal,2026-06-17,112.38
98,loyal,2026-04-17,67.49
98,loyal,2026-03-09,180.67
98,loyal,2026-01-09,109.13
98,loyal,2025-11-17,121.53
98,loyal,2025-08-10,121.99
98,loyal,2025-05-23,98.97
98,loyal,2025-05-20,88.17
98,loyal,2025-05-12,173.65
98,loyal,2025-05-02,140.1
98,loyal,2025-04-10,134.66
99,low_value,2025-08-16,28.14
100,low_value,2026-04-12,39.85
100,low_value,2026-02-07,45.18
100,low_value,2026-01-22,62.75
100,low_value,2025-07-28,67.44
100,low_value,2025-03-12,38.13
101,low_value,2025-11-16,79.38
101,low_value,2025-08-29,37.27
101,low_value,2025-06-14,77.46
101,low_value,2025-06-03,55.85
101,low_value,2025-04-09,110.42
102,loyal,2026-07-18,89.95
102,loyal,2026-06-28,137.15
102,loyal,2026-02-15,144.87
102,loyal,2025-10-23,131.14
102,loyal,2025-07-19,81.17
103,low_value,2026-02-14,57.82
103,low_value,2025-08-28,45.62
103,low_value,2025-05-21,28.03
104,low_value,2026-03-25,29.19
104,low_value,2026-01-09,64.62
104,low_value,2025-09-29,10.25
104,low_value,2025-08-23,67.35
104,low_value,2025-07-26,75.22
104,low_value,2025-07-12,37.61
104,low_value,2025-04-23,50.84
105,low_value,2026-05-20,68.16
105,low_value,2026-03-31,41.32
105,low_value,2025-11-22,19.58
105,low_value,2025-07-17,23.35
106,at_risk,2026-02-11,61.45
106,at_risk,2025-11-03,144.3
