customer_id,last_order,frequency,monetary,total_spent,archetype_true,recency_days,segment,segment_label,clv_12m
59,2026-06-15,12,115.72416666666668,1388.69,loyal,77,0,Loyal,211.25
60,2026-01-04,5,46.698,233.49,low_value,239,2,At Risk,14.44
61,2026-07-25,10,70.782,707.8199999999999,new,37,1,Potential Loyalists,134.47
62,2026-07-09,8,68.46000000000001,547.6800000000001,new,53,1,Potential Loyalists,95.2
63,2026-01-28,2,19.939999999999998,39.879999999999995,low_value,215,4,Low Value,2.82
64,2026-04-02,8,72.04875,576.39,new,151,0,Loyal,58.13
65,2026-04-02,6,68.91333333333334,413.48,new,151,2,At Risk,41.7
66,2026-07-03,5,60.620000000000005,303.1,new,59,1,Potential Loyalists,50.96
67,2026-02-08,6,107.83166666666666,646.99,at_risk,204,0,Loyal,48.6
68,2026-08-27,12,181.1641666666667,2173.9700000000003,champion,4,3,Champions,496.11
69,2026-02-07,6,114.58333333333333,687.5,at_risk,205,0,Loyal,51.36
70,2026-05-19,14,111.385,1559.39,loyal,104,0,Loyal,204.18
71,2026-05-01,5,84.76,423.8,at_risk,122,0,Loyal,50.21
72,2026-06-09,4,45.8825,183.53,low_value,83,2,At Risk,27.0
73,2026-04-03,15,104.00933333333334,1560.14,loyal,150,0,Loyal,158.21
74,2026-08-16,17,191.38176470588235,3253.49,champion,15,3,Champions,698.45
75,2026-08-15,15,110.68333333333334,1660.25,loyal,16,3,Champions,354.44
76,2026-07-01,14,108.78428571428572,1522.98,loyal,61,3,Champions,253.22
77,2026-02-04,2,42.129999999999995,84.25999999999999,low_value,208,4,Low Value,6.19
78,2026-07-13,6,63.52,381.12,new,49,1,Potential Loyalists,67.74
79,2026-03-14,5,43.324,216.62,low_value,170,2,At Risk,19.66
80,2026-02-24,6,42.778333333333336,256.67,low_value,188,2,At Risk,21.07
81,2026-04-24,8,99.52125,796.17,at_risk,129,0,Loyal,90.73
82,2025-04-25,1,36.84,36.84,low_value,493,4,Low Value,0.56
83,2026-08-03,19,98.73842105263158,1876.03,loyal,28,3,Champions,374.68
84,2026-08-22,20,171.994,3439.88,champion,9,3,Champions,763.49
85,2026-05-17,11,122.5409090909091,1347.95,loyal,106,0,Loyal,174.54
86,2025-09-24,5,37.366,186.82999999999998,low_value,341,2,At Risk,6.56
87,2026-06-22,10,68.88199999999999,688.8199999999999,new,70,0,Loyal,108.94
88,2026-06-30,8,102.53875000000001,820.3100000000001,loyal,62,0,Loyal,135.63
89,2026-03-09,7,88.57142857142857,620.0,new,175,0,Loyal,54.72
90,2026-03-14,15,110.36933333333333,1655.54,loyal,170,0,Loyal,150.23
91,2026-03-06,5,51.684000000000005,258.42,low_value,178,2,At Risk,22.43
92,2026-04-12,4,92.35499999999999,369.41999999999996,at_risk,141,0,Loyal,39.38
93,2026-03-01,4,61.61750000000001,246.47000000000003,at_risk,183,2,At Risk,20.81
94,2026-04-17,11,103.83090909090907,1142.1399999999999,at_risk,136,0,Loyal,125.19
95,2026-04-06,4,74.135,296.54,new,147,2,At Risk,30.58
96,2026-03-07,5,91.862,459.31,at_risk,177,0,Loyal,40.09
97,2026-07-10,24,106.54,2556.96,loyal,52,3,Champions,446.93
98,2026-07-13,12,124.57333333333332,1494.8799999999999,loyal,49,3,Champions,265.68
99,2025-08-16,1,28.14,28.14,low_value,380,4,Low Value,0.8
100,2026-04-12,5,50.67,253.35,low_value,141,2,At Risk,27.01
101,2025-11-16,5,72.076,360.38,low_value,288,2,At Risk,16.98
102,2026-07-18,5,116.856,584.28,loyal,44,1,Potential Loyalists,106.77
103,2026-02-14,3,43.82333333333333,131.47,low_value,198,4,Low Value,10.21
104,2026-03-25,7,47.86857142857143,335.08,low_value,159,2,At Risk,32.32
105,2026-05-20,4,38.1025,152.41,low_value,103,2,At Risk,20.07
106,2026-02-11,4,84.67,338.68,at_risk,201,2,At Risk,25.87
107,2026-05-30,10,108.478,1084.78,loyal,93,0,Loyal,150.98
108,2026-07-10,12,109.06333333333333,1308.76,loyal,52,3,Champions,228.76
109,2026-04-04,2,60.17,120.34,low_value,149,4,Low Value,12.27
110,2026-08-09,7,60.79,425.53,new,22,1,Potential Loyalists,87.87
111,2026-07-04,14,107.29499999999999,1502.1299999999999,loyal,58,3,Champions,253.95
112,2026-03-25,11,81.71727272727273,898.89,at_risk,159,0,Loyal,86.71
113,2026-06-09,6,72.12666666666667,432.76,new,83,0,Loyal,63.67
114,2026-07-26,15,104.416,1566.24,loyal,36,3,Champions,299.21
115,2025-10-30,2,37.38,74.76,low_value,305,4,Low Value,3.2
116,2025-08-22,2,36.1,72.2,low_value,374,4,Low Value,2.11
117,2025-08-10,4,58.19,232.76,low_value,386,2,At Risk,6.36
118,2025-08-05,5,107.268,536.34,at_risk,391,0,Loyal,14.26
119,2026-05-23,6,53.58166666666667,321.49,new,100,2,At Risk,43.04
120,2026-07-15,6,74.74166666666666,448.45,new,47,1,Potential Loyalists,80.59
121,2026-06-07,7,83.11857142857141,581.8299999999999,new,85,0,Loyal,84.66
122,2026-08-11,8,101.17125,809.37,loyal,20,1,Potential Loyalists,168.99
123,2026-03-06,7,85.96000000000001,601.72,at_risk,178,0,Loyal,52.23
124,2026-08-14,15,187.61933333333334,2814.29,champion,17,3,Champions,597.49
125,2026-05-27,4,79.98,319.92,new,96,0,Loyal,43.79
126,2026-04-12,6,95.10000000000001,570.6,at_risk,141,0,Loyal,60.83
127,2026-07-23,10,104.997,1049.97,loyal,39,3,Champions,197.27
128,2026-08-07,7,112.77857142857144,789.45,loyal,24,1,Potential Loyalists,161.21
129,2026-08-22,8,75.17625000000001,601.4100000000001,new,9,1,Potential Loyalists,133.49
130,2026-08-20,10,110.86500000000001,1108.65,loyal,11,3,Champions,243.35
131,2026-04-15,6,51.70666666666667,310.24,low_value,138,2,At Risk,33.63
132,2026-06-14,7,68.59,480.13,new,78,0,Loyal,72.63
133,2026-07-01,7,86.25714285714285,603.8,at_risk,61,1,Potential Loyalists,100.39
134,2025-09-07,4,50.23,200.92,new,358,2,At Risk,6.42
135,2026-06-06,23,169.97,3909.31,champion,86,3,Champions,565.69
136,2026-02-08,2,55.455,110.91,low_value,204,4,Low Value,8.33
137,2026-05-11,8,71.1275,569.02,new,112,0,Loyal,71.27
138,2026-02-26,3,47.173333333333325,141.51999999999998,low_value,186,2,At Risk,11.75
139,2026-04-30,12,87.08333333333333,1045.0,loyal,123,0,Loyal,123.12
140,2026-08-08,2,61.085,122.17,new,23,1,Potential Loyalists,25.09
141,2026-04-29,5,69.75399999999999,348.77,new,124,2,At Risk,40.86
142,2026-05-30,4,24.8175,99.27,low_value,93,2,At Risk,13.82
143,2026-07-19,6,77.99166666666666,467.95,new,43,1,Potential Loyalists,85.99
144,2026-02-27,8,64.4025,515.22,new,185,2,At Risk,43.01
145,2026-05-28,15,112.90866666666666,1693.6299999999999,loyal,95,0,Loyal,233.12
146,2026-04-15,8,83.57875,668.63,at_risk,138,0,Loyal,72.48
147,2026-08-20,8,71.145,569.16,new,11,1,Potential Loyalists,124.93
148,2026-04-07,9,80.75222222222222,726.77,at_risk,146,0,Loyal,75.36
149,2026-08-06,16,178.8725,2861.96,champion,25,3,Champions,581.19
150,2025-11-19,5,42.896,214.48000000000002,low_value,285,2,At Risk,10.27
151,2026-02-17,2,45.129999999999995,90.25999999999999,low_value,195,4,Low Value,7.13
152,2026-08-23,12,114.41250000000001,1372.95,loyal,8,3,Champions,306.43
153,2026-08-10,4,71.9075,287.63,new,21,1,Potential Loyalists,59.72
154,2026-08-09,18,118.50333333333333,2133.06,loyal,22,3,Champions,440.45
155,2026-05-09,3,67.23,201.69,low_value,114,2,At Risk,24.98
156,2026-01-03,5,101.86800000000001,509.34000000000003,loyal,240,0,Loyal,31.33
157,2026-02-16,4,42.614999999999995,170.45999999999998,low_value,196,2,At Risk,13.39
158,2025-11-05,5,39.042,195.21,low_value,299,2,At Risk,8.65
159,2025-12-26,4,47.8975,191.59,low_value,248,2,At Risk,11.27
160,2026-07-27,9,116.24888888888889,1046.24,loyal,35,3,Champions,200.98
161,2025-11-26,2,33.995,67.99,low_value,278,4,Low Value,3.39
162,2026-06-11,3,72.24666666666667,216.74,loyal,81,2,At Risk,32.25
163,2026-07-31,25,185.102,4627.55,champion,31,3,Champions,908.93
164,2026-04-10,4,103.7475,414.99,new,143,0,Loyal,43.75
165,2026-03-23,6,86.00333333333333,516.02,at_risk,161,0,Loyal,49.23
166,2026-03-15,2,41.525,83.05,low_value,169,4,Low Value,7.58
167,2026-01-05,3,43.22,129.66,low_value,238,4,Low Value,8.06
168,2026-02-18,5,91.27799999999999,456.39,at_risk,194,0,Loyal,36.24
169,2026-05-08,6,56.498333333333335,338.99,low_value,115,2,At Risk,41.75
170,2026-08-20,21,115.37666666666667,2422.91,loyal,11,3,Champions,531.83
171,2026-02-20,3,64.82666666666667,194.48000000000002,new,192,2,At Risk,15.62
172,2026-04-15,8,122.82375,982.59,loyal,138,0,Loyal,106.51
173,2026-05-28,4,46.345,185.38,low_value,95,2,At Risk,25.52
174,2026-05-19,10,103.292,1032.92,loyal,104,0,Loyal,135.24
175,2026-08-26,19,183.95052631578946,3495.06,champion,5,3,Champions,793.17
176,2026-04-25,6,95.355,572.13,at_risk,128,0,Loyal,65.56
177,2025-12-14,6,42.06,252.36,low_value,260,2,At Risk,13.89
178,2025-11-30,4,34.7,138.8,low_value,274,2,At Risk,7.07
179,2026-01-11,2,39.84,79.68,low_value,232,4,Low Value,5.12
180,2026-01-03,4,36.41,145.64,low_value,240,2,At Risk,8.96
181,2026-01-18,2,32.385,64.77,low_value,225,4,Low Value,4.33
182,2026-08-03,3,64.76333333333334,194.29000000000002,new,28,1,Potential Loyalists,38.8
183,2026-02-14,7,96.23142857142857,673.62,at_risk,198,0,Loyal,52.32
184,2025-10-23,1,44.25,44.25,low_value,312,4,Low Value,1.82
185,2025-08-25,4,44.28,177.12,low_value,371,2,At Risk,5.26
186,2026-04-17,8,110.5025,884.02,at_risk,136,0,Loyal,96.9
187,2026-07-26,16,112.105625,1793.69,loyal,36,3,Champions,342.66
188,2026-06-10,5,59.842,299.21,low_value,82,2,At Risk,44.27
189,2026-07-26,11,123.17272727272729,1354.9,loyal,36,3,Champions,258.84
190,2025-08-18,1,53.05,53.05,low_value,378,4,Low Value,1.52
191,2026-06-05,12,104.9775,1259.73,loyal,87,0,Loyal,181.28
192,2025-12-08,9,101.77444444444444,915.97,loyal,266,0,Loyal,48.76
193,2026-05-21,7,46.925714285714285,328.48,low_value,102,2,At Risk,43.49
194,2026-06-20,11,117.09727272727274,1288.0700000000002,loyal,72,0,Loyal,201.46
195,2026-06-27,12,112.31666666666666,1347.8,loyal,65,0,Loyal,219.17
196,2026-02-15,4,56.9375,227.75,new,197,2,At Risk,17.79
197,2026-04-25,2,38.845,77.69,low_value,128,4,Low Value,8.9
198,2026-05-08,8,105.4725,843.78,loyal,115,0,Loyal,103.93
199,2026-07-10,5,115.14200000000001,575.71,at_risk,52,1,Potential Loyalists,100.63
200,2026-02-28,4,49.995,199.98,low_value,184,2,At Risk,16.79
201,2026-03-19,4,49.305,197.22,low_value,165,2,At Risk,18.4
202,2026-08-18,5,71.828,359.14,new,13,1,Potential Loyalists,77.96
203,2026-07-09,8,120.2075,961.66,loyal,53,0,Loyal,167.16
204,2026-08-19,13,160.05692307692306,2080.74,champion,12,3,Champions,454.19
205,2026-07-31,14,121.18785714285715,1696.63,loyal,31,3,Champions,333.25
206,2026-01-24,5,139.05599999999998,695.28,loyal,219,0,Loyal,48.06
207,2025-12-23,1,32.06,32.06,low_value,251,4,Low Value,1.85
208,2026-07-15,8,124.56125,996.49,loyal,47,0,Loyal,179.08
209,2026-02-01,3,82.76,248.28,new,211,2,At Risk,17.94
210,2026-05-28,4,50.1925,200.77,low_value,95,2,At Risk,27.64
211,2026-07-22,6,62.335,374.01,new,40,1,Potential Loyalists,69.88
212,2026-07-16,8,104.60375,836.83,loyal,46,1,Potential Loyalists,151.23
213,2026-08-09,2,37.185,74.37,low_value,22,1,Potential Loyalists,15.36
214,2026-04-09,6,51.58833333333333,309.53,low_value,144,2,At Risk,32.45
215,2026-06-20,2,25.44,50.88,low_value,72,4,Low Value,7.96
216,2026-08-15,5,95.768,478.84000000000003,loyal,16,1,Potential Loyalists,102.23
217,2026-05-19,10,109.579,1095.79,loyal,104,0,Loyal,143.48
218,2026-04-26,4,33.339999999999996,133.35999999999999,low_value,127,2,At Risk,15.37
219,2026-08-19,11,93.9,1032.9,at_risk,12,3,Champions,225.47
220,2026-07-30,5,94.46,472.29999999999995,at_risk,32,1,Potential Loyalists,92.25
221,2025-12-03,2,77.36500000000001,154.73000000000002,new,271,4,Low Value,8.01
222,2025-12-28,2,24.525,49.05,low_value,246,4,Low Value,2.92
223,2025-11-11,2,48.055,96.11,low_value,293,4,Low Value,4.4
224,2026-04-18,10,109.346,1093.46,loyal,135,0,Loyal,120.52
225,2026-04-02,4,53.3225,213.29,low_value,151,2,At Risk,21.51
226,2026-08-03,24,189.21291666666664,4541.11,champion,28,3,Champions,906.95
227,2026-07-09,7,68.86571428571429,482.06,new,53,1,Potential Loyalists,83.79
228,2026-05-04,8,54.27125,434.17,new,119,2,At Risk,52.3
229,2026-06-23,8,109.78875,878.31,loyal,69,0,Loyal,139.68
230,2026-06-27,12,114.02416666666666,1368.29,loyal,65,0,Loyal,222.5
231,2026-02-21,10,91.41900000000001,914.19,at_risk,191,0,Loyal,73.82
232,2026-07-27,4,49.435,197.74,low_value,35,1,Potential Loyalists,37.99
233,2026-07-01,6,72.10333333333334,432.62,new,61,1,Potential Loyalists,71.93
234,2026-06-24,3,50.803333333333335,152.41,low_value,68,2,At Risk,24.37
235,2026-03-03,4,33.567499999999995,134.26999999999998,low_value,181,2,At Risk,11.46
236,2026-08-05,8,75.2325,601.86,new,26,1,Potential Loyalists,121.55
237,2025-06-16,4,34.875,139.5,low_value,441,4,Low Value,2.81
238,2026-08-21,18,187.5838888888889,3376.51,champion,10,3,Champions,745.28
239,2026-08-12,22,113.37181818181817,2494.18,loyal,19,3,Champions,523.68
240,2026-06-11,4,44.0975,176.39,low_value,81,2,At Risk,26.24
241,2026-04-28,7,45.24714285714286,316.73,low_value,125,2,At Risk,36.9
242,2026-03-24,16,126.970625,2031.53,loyal,160,0,Loyal,194.88
243,2026-08-20,6,81.57,489.41999999999996,new,11,1,Potential Loyalists,107.43
244,2026-08-02,5,52.50599999999999,262.53,new,29,1,Potential Loyalists,52.14
245,2026-01-28,1,40.69,40.69,low_value,215,4,Low Value,2.88
246,2026-06-19,11,90.28,993.08,new,73,0,Loyal,154.47
247,2026-04-22,7,122.78,859.46,at_risk,131,0,Loyal,96.86
248,2026-04-04,7,112.84,789.88,at_risk,149,0,Loyal,80.54
249,2026-05-20,8,94.60625,756.85,at_risk,103,0,Loyal,99.65
250,2026-03-29,5,32.406,162.03,low_value,155,2,At Risk,15.98
251,2026-02-08,4,60.5425,242.17,low_value,204,2,At Risk,18.19
252,2026-07-22,9,69.83555555555556,628.52,new,40,1,Potential Loyalists,117.43
253,2026-07-03,14,106.845,1495.83,loyal,59,3,Champions,251.48
254,2026-07-04,8,100.94625,807.57,loyal,58,0,Loyal,136.53
255,2025-08-04,1,10.0,10.0,low_value,392,4,Low Value,0.26
256,2026-02-20,5,31.410000000000004,157.05,low_value,192,2,At Risk,12.61
257,2026-06-28,10,105.006,1050.06,loyal,64,0,Loyal,171.7
258,2026-08-02,14,176.54357142857143,2471.61,champion,29,3,Champions,490.89
259,2026-06-22,6,77.57666666666667,465.46,new,70,1,Potential Loyalists,73.62
260,2026-04-24,14,114.93785714285715,1609.13,loyal,129,0,Loyal,183.37
261,2026-04-25,5,51.248000000000005,256.24,low_value,128,2,At Risk,29.36
262,2026-02-21,13,101.17999999999999,1315.34,at_risk,191,0,Loyal,106.21
263,2026-08-06,21,109.69333333333333,2303.56,loyal,25,3,Champions,467.8
264,2026-05-09,2,24.51,49.02,low_value,114,4,Low Value,6.07
265,2026-08-23,12,117.48666666666666,1409.84,loyal,8,3,Champions,314.66
266,2026-08-01,21,100.42857142857143,2109.0,loyal,30,3,Champions,416.55
267,2026-06-25,15,99.10666666666665,1486.6,loyal,67,0,Loyal,239.07
268,2026-07-08,13,125.26538461538462,1628.45,loyal,54,3,Champions,281.49
269,2026-08-05,19,195.3294736842105,3711.2599999999998,champion,26,3,Champions,749.49
270,2026-08-14,23,163.2413043478261,3754.55,champion,17,3,Champions,797.11
271,2026-08-04,14,110.39714285714285,1545.56,loyal,27,3,Champions,310.4
272,2026-08-10,22,185.1481818181818,4073.2599999999998,champion,21,3,Champions,845.77
273,2026-07-11,5,57.562,287.81,new,51,1,Potential Loyalists,50.59
274,2025-04-27,1,18.82,18.82,low_value,491,4,Low Value,0.29
275,2026-05-30,8,89.7575,718.06,at_risk,93,0,Loyal,99.94
276,2026-03-12,10,109.506,1095.06,at_risk,172,0,Loyal,98.27
277,2026-07-07,7,67.10857142857142,469.76,new,55,1,Potential Loyalists,80.75
278,2025-10-10,2,49.235,98.47,low_value,325,4,Low Value,3.78
279,2026-02-23,2,63.305,126.61,low_value,189,4,Low Value,10.34
280,2026-08-09,20,179.42149999999998,3588.43,champion,22,3,Champions,740.97
281,2026-08-05,7,93.76,656.32,loyal,26,1,Potential Loyalists,132.54
282,2026-08-16,10,121.194,1211.94,loyal,15,3,Champions,260.18
283,2026-06-17,7,97.61714285714285,683.3199999999999,loyal,75,0,Loyal,105.11
284,2026-01-11,1,111.86,111.86,new,232,4,Low Value,7.19
285,2026-01-04,7,110.94142857142857,776.59,at_risk,239,0,Loyal,48.03
286,2026-08-23,15,185.16199999999998,2777.43,champion,8,3,Champions,619.89
287,2026-07-24,4,92.92250000000001,371.69000000000005,at_risk,38,1,Potential Loyalists,70.22
288,2025-12-29,5,89.366,446.83,new,245,0,Loyal,26.73
289,2026-07-12,12,109.425,1313.1,loyal,50,3,Champions,232.08
290,2026-04-13,1,72.42,72.42,low_value,140,4,Low Value,7.76
291,2026-07-28,22,171.51772727272726,3773.39,champion,34,3,Champions,728.91
292,2026-08-25,2,36.47,72.94,low_value,6,1,Potential Loyalists,16.46
293,2026-07-11,8,91.765,734.12,loyal,51,1,Potential Loyalists,129.03
294,2026-06-02,6,44.51,267.06,low_value,90,2,At Risk,37.8
295,2026-01-18,4,37.3,149.2,low_value,225,2,At Risk,9.97
296,2025-04-06,1,36.52,36.52,low_value,512,4,Low Value,0.5
297,2025-07-15,2,68.81,137.62,low_value,412,4,Low Value,3.26
298,2025-06-28,1,22.88,22.88,low_value,429,4,Low Value,0.49
299,2025-10-02,4,77.4575,309.83,new,333,2,At Risk,11.37
300,2026-02-28,4,41.535000000000004,166.14000000000001,low_value,184,2,At Risk,13.95
301,2026-05-04,19,92.42105263157895,1756.0,loyal,119,0,Loyal,211.54
302,2026-07-26,5,55.751999999999995,278.76,new,36,1,Potential Loyalists,53.25
303,2026-07-30,6,84.13666666666667,504.82,new,32,1,Potential Loyalists,98.61
304,2025-10-22,2,35.105000000000004,70.21000000000001,low_value,313,4,Low Value,2.88
305,2026-08-08,6,78.91333333333334,473.48,new,23,1,Potential Loyalists,97.23
306,2026-03-15,9,102.44111111111111,921.97,at_risk,169,0,Loyal,84.13
307,2026-07-07,6,63.275,379.65,new,55,1,Potential Loyalists,65.26
308,2026-08-01,9,113.67333333333335,1023.0600000000001,loyal,30,3,Champions,202.07
309,2026-07-18,14,109.25785714285715,1529.6100000000001,loyal,44,3,Champions,279.51
310,2026-04-10,7,64.67999999999999,452.76,new,143,2,At Risk,47.73
311,2026-06-30,9,82.88888888888889,746.0,at_risk,62,0,Loyal,123.35
312,2026-07-06,6,107.05666666666666,642.3399999999999,loyal,56,0,Loyal,109.81
313,2026-02-09,7,88.06857142857143,616.48,at_risk,203,0,Loyal,46.57
314,2026-05-13,11,87.70636363636363,964.77,at_risk,110,0,Loyal,122.18
315,2026-05-23,5,93.288,466.44,at_risk,100,0,Loyal,62.45
316,2026-05-19,9,101.66333333333334,914.97,at_risk,104,0,Loyal,119.8
317,2026-03-12,2,31.49,62.98,low_value,172,4,Low Value,5.65
318,2026-05-11,11,102.92727272727274,1132.2,loyal,112,0,Loyal,141.8
319,2026-03-17,3,39.06666666666666,117.19999999999999,low_value,167,2,At Risk,10.81
320,2026-02-20,5,47.258,236.29000000000002,low_value,192,2,At Risk,18.97
321,2026-08-27,8,75.7975,606.38,new,4,1,Potential Loyalists,138.38
322,2026-05-13,13,97.34384615384616,1265.47,at_risk,110,0,Loyal,160.26
323,2026-05-06,5,70.86600000000001,354.33000000000004,new,117,2,At Risk,43.16
324,2026-02-02,3,44.373333333333335,133.12,low_value,210,4,Low Value,9.67
325,2026-02-06,3,30.01,90.03,low_value,206,4,Low Value,6.69
326,2025-12-24,3,20.833333333333332,62.5,low_value,250,4,Low Value,3.64
327,2026-08-06,8,73.64,589.12,new,25,1,Potential Loyalists,119.64
328,2026-06-16,5,62.406000000000006,312.03000000000003,new,76,1,Potential Loyalists,47.73
329,2026-05-09,9,124.19,1117.71,loyal,114,0,Loyal,138.44
330,2025-10-23,3,45.03666666666667,135.11,low_value,312,4,Low Value,5.57
331,2026-06-13,12,113.41083333333334,1360.93,loyal,79,0,Loyal,204.74
332,2025-12-24,3,50.95333333333334,152.86,low_value,250,4,Low Value,8.89
333,2025-06-13,2,37.805,75.61,low_value,444,4,Low Value,1.5
334,2026-07-14,16,102.563125,1641.01,loyal,48,3,Champions,293.28
335,2026-06-06,3,87.94,263.82,new,86,1,Potential Loyalists,38.18
336,2026-08-21,9,125.49333333333334,1129.44,loyal,10,3,Champions,249.29
337,2025-11-04,4,43.8275,175.31,low_value,300,2,At Risk,7.73
338,2026-07-21,7,111.52571428571427,780.68,loyal,41,1,Potential Loyalists,145.05
339,2026-02-13,1,69.94,69.94,low_value,199,4,Low Value,5.4
340,2026-06-08,11,103.30272727272727,1136.33,loyal,84,0,Loyal,166.27
341,2026-02-04,1,29.1,29.1,low_value,208,4,Low Value,2.14
342,2026-07-04,6,54.365,326.19,low_value,58,1,Potential Loyalists,55.15
343,2026-08-19,7,64.02857142857142,448.2,new,12,1,Potential Loyalists,97.84
344,2025-11-28,5,36.013999999999996,180.07,low_value,276,2,At Risk,9.07
345,2026-06-14,6,45.70166666666666,274.21,low_value,78,2,At Risk,41.48
346,2025-11-13,3,30.580000000000002,91.74000000000001,low_value,291,4,Low Value,4.25
347,2026-04-30,12,105.17416666666666,1262.09,loyal,123,0,Loyal,148.7
348,2026-07-24,9,69.47777777777777,625.3,new,38,1,Potential Loyalists,118.14
349,2026-06-21,14,114.245,1599.43,loyal,71,0,Loyal,251.56
350,2026-04-20,4,64.36,257.44,new,133,2,At Risk,28.69
351,2026-07-12,16,110.075625,1761.21,loyal,50,3,Champions,311.28
352,2026-07-20,9,66.1,594.9,new,42,1,Potential Loyalists,109.92
353,2026-08-24,5,69.11,345.55,new,7,1,Potential Loyalists,77.55
354,2026-05-08,11,65.7609090909091,723.37,new,115,0,Loyal,89.1
355,2026-06-22,3,82.33666666666666,247.01,new,70,1,Potential Loyalists,39.07
